,Name,Desc,rarity,img name icon,img full,img feature,season,tier,included in,promo,vbucks,price,challenge,style,set,type,status
1097,Ruckus,Bring the bedlam.,RARE,ruckus,null,ruckus,0,0,null,null,1200,0.00,null,null,Wasteland Warriors Set,OUTFIT,RELEASED
1098,Spike Chamber,Rusty and trusty.,RARE,spike-chamber,null,null,0,0,Ruckus,null,0,0.00,null,null,Wasteland Warriors Set,BACKBLING,RELEASED
1099,Mayhem,Embrace the destruction.,RARE,mayhem,null,mayhem,0,0,null,null,1200,0.00,null,null,Wasteland Warriors Set,OUTFIT,RELEASED
1100,Puncture Pack,Crusty and musty.,RARE,puncture-pack,null,null,0,0,Mayhem,null,0,0.00,null,null,Wasteland Warriors Set,BACKBLING,RELEASED
1101,Splinterstrike,Pointy whichever way you point it.,RARE,splinterstrike,null,null,0,0,null,null,800,0.00,null,null,Wasteland Warriors Set,HARVESTINGTOOL,RELEASED
1102,Junkjet,It might just get you where you're going,EPIC,junkjet,null,null,0,0,null,null,1200,0.00,null,null,Wasteland Warriors Set,GLIDER,RELEASED
1103,Red-Nosed Ranger,Known for his antler antics.,UNCOMMON,red-nosed-ranger,null,red-nosed-ranger,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1104,GG Ornament,Leave your mark.,UNCOMMON,gg-ornament,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,SPRAY,RELEASED
1105,Holiday Stormwing,Leave your mark.,UNCOMMON,holiday-stormwing,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,SPRAY,RELEASED
1106,Snowball,Packed and ready for impact.,RARE,snowball,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,TOY,RELEASED
1107,Festive Firefight,Showcase art for the holidayu period.,UNCOMMON,festive-firefight,festive-firefight,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,LOADINGSCREEN,RELEASED
1108,Crackshot Special,,UNCOMMON,crackshot-special,crackshot-special,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,LOADINGSCREEN,RELEASED
1109,Snowflake,Express yourself on the battlefield,RARE,snowflake,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,EMOTICON,RELEASED
1110,Snowman,Express yourself on the battlefield,RARE,snowman,null,null,0,0,null,null,0,0.00,14 Days of Fortnite Challenges,null,null,EMOTICON,RELEASED
1111,Galaxy Llama,Leave your mark.,UNCOMMON,galaxy-llama,null,null,0,0,null,Samsung Galaxy Bundle,0,0.00,null,null,null,SPRAY,RELEASED
1112,Crackabella,She's a hard nut to crack.,EPIC,crackabella,null,crackabella,0,0,null,null,1500,0.00,null,null,Nutcracker Set,OUTFIT,RELEASED
1113,Snackshot,Now snack-snized,EPIC,snackshot,null,null,0,0,Crackabella,null,0,0.00,null,null,Nutcracker Set,BACKBLING,RELEASED
1114,Grimbles,This garden gnome is at home on the roam in a snowy biome.,RARE,grimbles,null,grimbles,0,0,null,null,1200,0.00,null,Grimbles Style,null,OUTFIT,RELEASED
1115,Luminous Lamp,Light up the night.,RARE,luminous-lamp,null,null,0,0,Grimbles,null,0,0.00,null,null,null,BACKBLING,RELEASED
1116,Distinguished,Leave your mark.,UNCOMMON,distinguished,null,null,0,0,null,Gamescom 2018,0,0.00,null,null,null,SPRAY,RELEASED
1117,GG Potion,Leave your mark.,UNCOMMON,gg-potion,null,null,6,26,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1118,Hearts,Leave your mark.,UNCOMMON,hearts,null,null,4,22,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1119,Kab-Llama,Leave your mark.,UNCOMMON,kab-llama,null,null,0,0,null,Gamescom 2018,0,0.00,null,null,null,SPRAY,RELEASED
1120,Plugged In,Leave your mark.,UNCOMMON,plugged-in,null,null,0,0,null,Gamescom 2018,0,0.00,null,null,null,SPRAY,RELEASED
1121,Season 6 Level 100,Recognition for reaching Season Level 100 in Battle Royale Season 6,UNCOMMON,season-6-level-100,null,null,0,0,null,null,0,0.00,Level 100 Challenges,null,null,SPRAY,RELEASED
1122,Disco Baller,Let them know that you've got the moves.,UNCOMMON,disco-baller,null,null,0,0,null,null,0,0.00,null,null,null,SPRAY,RELEASED
1123,Krampus' Little Helper,The greatest of all time.,EPIC,krampus-little-helper,null,null,0,0,null,null,1200,0.00,null,null,Krampus Set,GLIDER,RELEASED
1124,Krampus,Here comes anti-claus...,LEGENDARY,krampus,null,krampus,0,0,null,null,2000,0.00,null,null,Krampus Set,OUTFIT,RELEASED
1125,Brat Bag,Fill 'er up.,LEGENDARY,brat-bag,null,null,0,0,Krampus,null,0,0.00,null,null,Krampus Set,BACKBLING,RELEASED
1126,Glimmer,Elegantly reclaiming winter's crown.,LEGENDARY,glimmer,null,glimmer,0,0,null,null,2000,0.00,null,null,Winter Wonderland Set,OUTFIT,RELEASED
1127,Glimmering Cloak,Tailored from ice and snow.,LEGENDARY,glimmering-cloak,null,null,0,0,Glimmer,null,0,0.00,null,null,Winter Wonderland Set,BACKBLING,RELEASED
1128,Crystal Carriage,The finest coach in the landd.,RARE,crytstal-carriage,null,null,0,0,null,null,800,0.00,null,null,Winter Wonderland Set,GLIDER,RELEASED
1129,Fishstick,Keep far away from Maki Master.,RARE,fishstick,null,fishstick,0,0,null,null,1200,0.00,null,null,Fish Food Set,OUTFIT,RELEASED
1130,Saltwater Satchel,Keep the ocean at hand.,RARE,saltwater-satchel,null,null,0,0,Fishstick,null,0,0.00,null,null,Fish Food Set,BACKBLING,RELEASED
1131,Coral Cruiser,Ride the reef.,RARE,coral-cruiser,null,null,0,0,null,null,800,0.00,null,null,Fish Food Set,GLIDER,RELEASED
1132,Disco Diva,Make way for the queen of the dance floor.,RARE,disco-diva,null,null,0,0,null,null,1200,0.00,null,null,Fortnite Fever Set,OUTFIT,RELEASED
1133,Sugarplum,As sugary sweet as winter berries.,EPIC,sugarplum,null,sugarplum,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
1134,Disco Ball,Lose yourself in the sparkling light,RARE,disco-ball,null,null,0,0,disco-diva,null,0,0.00,null,null,Fortnite Fever Set,BACKBLING,RELEASED
1135,Flutterfrost,A chill is in the air.,EPIC,flutterfrost,null,null,0,0,sugarplum,null,0,0.00,null,null,null,BACKBLING,RELEASED
1136,DJ Bop,Lose yourself in the beat.,LEGENDARY,dj-bop,null,dj-bop,0,0,null,null,2000,0.00,null,null,Twin Turntables Set,OUTFIT,RELEASED
1137,Glow Show,Illuminate the room.,LEGENDARY,glow-show,null,null,0,0,dj-bop,null,0,0.00,null,null,Twin Turntables Set,BACKBLING,RELEASED
1138,Snowfoot,"Tread lightly, and never leave a trace.",EPIC,snowfoot,null,snowfoot,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
1139,Snow Star,Hard to handle.,EPIC,snow-star,null,null,0,0,snowfoot,null,0,0.00,null,null,null,BACKBLING,RELEASED
1140,Llamacadabra,Don't forget the magic word.,EPIC,llamacadabra,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1141,Ark,Upholding the principles of righteous victory.,LEGENDARY,ark,null,ark,0,0,null,null,2000,0.00,null,null,Eternal Struggle Set,OUTFIT,RELEASED
1142,Ark Wings,Pristine plumage.,LEGENDARY,ark-wings,null,null,0,0,Ark,null,0,0.00,null,null,Eternal Struggle Set,BACKBLING,RELEASED
1143,Airtime,You can catch air off of just about anything/,UNCOMMON,airtime,airtime,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1144,Feline By Design,It's so satisfying to see a sketch become reality.,UNCOMMON,feline-by-design,feline-by-design,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1145,Order Up!,I made yours extra greasy.,UNCOMMON,order-up,order-up,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1146,Ready For Takeoff,Fuel up before a long tiner's night.,UNCOMMON,ready-for-takeoff,ready-for-takeoff,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1147,Teatime,Pine needles make unsurprisingly bad tea.,UNCOMMON,teatime,teatime,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1148,Wide Awake,There's no pick me up quite like brisk mountain air.,UNCOMMON,wide-awake,wide-awake,null,0,0,null,null,0,0.00,Snowfall Challenges,null,Snowfall Set,LOADINGSCREEN,RELEASED
1149,Wailing Wolves,Fireflies provide just enough distraction for an ambush,UNCOMMON,wailing-wolves,wailing-wolves,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1150,Verge Of Despair,"For every one that goes down, two more take it's place.",UNCOMMON,verge-of-despair,verge-of-despair,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1151,Turning of the Tide,"As the sun rises, darkness fails.",UNCOMMON,turning-of-the-tide,turning-of-the-tide,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1152,Tomato Trek,We never expected finding a slice of pizza would be this difficult.,UNCOMMON,tomato-trek,tomato-trek,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
1153,Six-sided Mystery,"Despite all of the creepy noises and glowing glyphs, we couldn't resist taking a closer look.",UNCOMMON,six-sided-mystery,six-sided-mystery,null,0,0,null,null,0,0.00,Road Trip Challenges,null,Road Trip Set,LOADINGSCREEN,RELEASED
1154,Rememberance,"In the calm after the storm, even flowers can bloom/",UNCOMMON,rememberance,rememberance,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1155,On Target,Landing sequence complete. Initiate recon protocol.,UNCOMMON,on-target,on-target,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1156,Nite Coven Roundup,"When the sun goes down, it's time to cull the herd.",UNCOMMON,nite-coven-roundup,nite-coven-roundup,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1157,Fabled Hunter,"Once the pack is divided, they no longer pack much bite.",UNCOMMON,fabled-hunter,fabled-hunter,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1158,Down  on the Ranch,Llamas keep escaping their pen for some strange reason.,UNCOMMON,`down-on-the-ranch,`down-on-the-ranch,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1159,Dinner Date At Dusk,Red is such an appetizing color.,UNCOMMON,dinner-date-at-dusk,dinner-date-at-dusk,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1160,Dance Party,"Leave the past behind, and dance into the night.",UNCOMMON,dance-party,dance-party,null,0,0,null,null,0,0.00,Hunting Party Challenges,null,Hunting Party Set,LOADINGSCREEN,RELEASED
1161,Lace,Lives for the thrill of the frill.,EPIC,lace,null,lace,0,0,null,null,1500,0.00,null,null,Ouroboros Set,OUTFIT,RELEASED
1162,Stitches,Sown into your nightmares.,EPIC,stitches,null,null,0,0,Lace,null,0,0.00,null,null,Ouroboros Set,BACKBLING,RELEASED
1163,Paradox,Strike the impossible balance.,EPIC,paradox,null,paradox,0,0,null,null,1500,0.00,null,null,Ouroboros Set,OUTFIT,RELEASED
1164,Eternal,Unbounded.,EPIC,eternal,null,null,0,0,Paradox,null,0,0.00,null,null,Ouroboros Set,BACKBLING,RELEASED
1165,Equilibrum,Perfectly balanced.,UNCOMMON,equilibrum,null,null,0,0,null,null,500,0.00,null,null,Ouroboros Set,GLIDER,RELEASED
1166,Verge,Always on the forefront.,UNCOMMON,verge,null,verge,0,0,null,null,800,0.00,null,null,Modern Mercenary Set,OUTFIT,RELEASED
1167,Diverge,Break away from the pack.,RARE,diverge,null,null,0,0,null,null,800,0.00,null,null,Modern Mercenary Set,GLIDER,RELEASED
1168,Clean Cut,Looks sharp. Actually sharp.,UNCOMMON,clean-cut,null,null,0,0,null,null,500,0.00,null,null,Modern Mercenary Set,HARVESTINGTOOL,RELEASED
1169,Ice Spikes,Clad yourself in jagged ice.,LEGENDARY,ice-spikes,null,null,0,0,The Ice Queen,null,0,0.00,null,null,Ice Kingdom Set,BACKBLING,RELEASED
1170,The Ice Queen,Long live the queen.,LEGENDARY,the-ice-queen,null,the-ice-queen,0,0,null,null,2000,0.00,null,null,Ice Kingdom Set,OUTFIT,RELEASED
1171,Coaxial Copter,Dual-rotor tactical copter.,EPIC,coaxial-copter,null,null,0,0,null,null,1200,0.00,null,null,Tech Ops Set,GLIDER,RELEASED
1172,Cobalt,Search and destroy.,EPIC,cobalt,null,cobalt,0,0,null,Fortnite Starter Pack 5,0,0.00,null,null,null,OUTFIT,RELEASED
1173,Emblazoned Buckler,To the victor go the spoils.,EPIC,emblazoned-buckler,null,null,0,0,Jaeger,null,0,0.00,null,null,Primal Hunters Set,BACKBLING,RELEASED
1174,Evil Eye,Always watching. Always.,EPIC,evil-eye,null,null,0,0,null,null,1200,0.00,null,null,Eternal Struggle Set,HARVESTINGTOOL,RELEASED
1175,Fyra,Lives for the chase.,EPIC,fyra,null,fyra,0,0,null,null,1500,0.00,null,null,Primal Hunters Set,OUTFIT,RELEASED
1176,Jaeger,Leading the hunt.,EPIC,jaeger,null,jaeger,0,0,null,null,1500,0.00,null,null,Primal Hunters Set,OUTFIT,RELEASED
1177,Malcore,Malevolent to the core.,EPIC,malcore,null,malcore,0,0,null,null,1500,0.00,null,null,Eternal Struggle Set,OUTFIT,RELEASED
1178,Malcore Wings,Spread your wicked wings.,EPIC,malcore-wings,null,null,0,0,Malcore,null,0,0.00,null,null,Eternal Struggle Set,BACKBLING,RELEASED
1179,Reinforced Backplate,Strong and secured,EPIC,reinforced-backplate,null,null,0,0,Cobalt,Fortnite Starter Pack 5,0,0.00,null,null,null,BACKBLING,RELEASED
1180,Runic Shield,Claimed in battle.,EPIC,runic-shield,null,null,0,0,Fyra,null,0,0.00,null,null,Primal Hunters Set,BACKBLING,RELEASED
1181,Battle Axe,Truly barbaric.,RARE,battle-axe,null,null,0,0,null,null,800,0.00,null,null,Primal Hunters Set,HARVESTINGTOOL,RELEASED
1182,Capacitor,Fully charged.,RARE,capacitor,null,null,0,0,Tech Ops,null,0,0.00,null,null,Tech Ops Set,BACKBLING,RELEASED
1183,Flimsie Flail,Flop til the drop.,RARE,flimsie-flail,null,null,0,0,null,null,0,0.00,null,null,null,HARVESTINGTOOL,UNRELEASED
1184,Flux,Stay in the flow.,RARE,flux,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1185,Icebringer,Bitter cold.,RARE,icebringer,null,null,0,0,null,null,800,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1186,Slick,Makin' it look easy.,RARE,slick,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1187,Tech Ops,Overtake the battlefield,RARE,tech-ops,null,tech-ops,0,0,null,null,1200,0.00,null,null,Tech Ops Set,OUTFIT,RELEASED
1188,Whirlwind,Around and around abound.,RARE,whirlwind,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1189,Winter's Thorn,Ride out the squall.,RARE,winters-thorn,null,null,0,0,null,null,0,0.00,null,null,Ice Storm Challenges,GLIDER,RELEASED
1190,Armature,Experimental prototype.,UNCOMMON,armature,null,null,0,0,null,null,500,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1191,Blue Metallic,Show your style.,UNCOMMON,blue-metallic,null,null,0,0,null,null,0,0.00,null,null,Ice Storm Challenges,WRAP,RELEASED
1192,Hot & Cold,Show your style.,UNCOMMON,hot-cold,null,null,0,0,null,null,300,0.00,null,null,null,WRAP,RELEASED
1193,IDK,Don't ask me.,UNCOMMON,idk,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1194,Tusk,Wild and woolly.,UNCOMMON,tusk,null,null,0,0,null,null,500,0.00,null,null,null,GLIDER,RELEASED
1195,Volley Girl,"If you get served, it's not her fault.",RARE,volley-girl,null,volley-girl,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
1196,Used Racket,Near mint condition!,RARE,used-racket,null,null,0,0,Volley Girl,null,0,0.00,null,null,null,BACKBLING,RELEASED
1197,Pigskin,Go long...,RARE,pigskin,null,null,0,0,null,null,0,0.00,null,null,Fourth Down Set,TOY,RELEASED
1198,Striped Soldier,Call it like you see it,UNCOMMON,striped-soldier,null,striped-soldier,0,0,null,null,800,0.00,null,null,Fourth Down Set,OUTFIT,RELEASED
1199,Whistle Warrior,Throw a flag on the play.,UNCOMMON,whistle-warrior,null,whistle-warrior,0,0,null,null,800,0.00,null,null,Fourth Down Set,OUTFIT,RELEASED
1200,Marshmello,Start the party.,EPIC,marshmello,null,marshmello,0,0,null,null,1500,0.00,null,null,Marshmello Set,OUTFIT,RELEASED
1201,Marsh Walk,Keep it mello.,RARE,marsh-walk,null,null,0,0,null,null,500,0.00,null,null,Marshmello Set,DANCE,RELEASED
1202,Mello Rider,Fly happier.,UNCOMMON,mello-rider,null,null,0,0,null,null,500,0.00,null,null,Marshmello Set,GLIDER,RELEASED
1203,Marshy Smasher,Spread some joy.,RARE,marshy-smasher,null,null,0,0,null,null,0,0.00,Showtime Challenges,null,Marshmello Set,HARVESTINGTOOL,RELEASED
1204,Keep It Mello,Join in the fun.,RARE,keep-it-mello,null,null,0,0,null,null,0,0.00,Showtime Challenges,null,Marshmello Set,DANCE,RELEASED
1205,Mello Made It Right,Leave your mark.,UNCOMMON,mello-made-it-right,null,null,0,0,null,null,1200,0.00,Showtime Challenges,null,Marshmello Set,SPRAY,RELEASED
1206,Extra Cheese,Slice through the sky.,EPIC,extra-cheese,null,null,0,0,null,null,0,0.00,null,null,null,GLIDER,RELEASED
1207,Honor Guard,Battle with honor.,EPIC,honor-guard,null,null,0,0,null,HONOR View 20 Smartphone,0,0.00,null,null,null,OUTFIT,RELEASED
1208,Kitbash,Show'em what you're made of.,EPIC,kitbash,null,null,0,0,null,null,1500,0.00,null,null,Boneyard Set,OUTFIT,RELEASED
1209,Trash Lid,Put a lid on it.,EPIC,trash-lid,null,null,0,0,Kitbash,null,0,0.00,null,null,Boneyard Set,BACKBLING,RELEASED
1210,Cold Hearted,No love lost.,RARE,cold-hearted,null,null,0,0,null,null,0,0.00,null,null,Frozen Legends Set,HARVESTINGTOOL,RELEASED
1211,Frozen Beak,Break the ice.,RARE,frozen-beak,null,null,0,0,null,null,0,0.00,null,null,Frozen Legends Set,HARVESTINGTOOL,RELEASED
1212,Frozen Feathers,A cold wind bellows.,RARE,frozen-feathers,null,null,0,0,null,null,0,0.00,null,null,Frozen Legends Set,GLIDER,RELEASED
1213,Golden Clouds,Show your style.,RARE,golden-clouds,null,null,0,0,null,null,600,0.00,null,null,null,WRAP,RELEASED
1214,Scrappy,Barking out of the Boneyard,RARE,scrappy,null,null,0,0,Sparkplug,null,0,0.00,null,null,Boneyard Set,BACKBLING,RELEASED
1215,Sparkplug,Scrap the competition,RARE,sparkplug,null,sparkplug,0,0,null,null,1200,0.00,null,null,Boneyard Set,OUTFIT,RELEASED
1216,Squid Striker,Speak softly and carry a giant squid.,RARE,squid-striker,null,null,0,0,null,null,800,0.00,null,null,Deep Sea Set,HARVESTINGTOOL,RELEASED
1217,The Prisoner,Unchaind and out to restore balance,LEGENDARY,the-prisoner,null,null,0,0,null,null,0,0.00,Snowfall Challenges,The Prisoner Style,null,OUTFIT,RELEASED
1218,Padlock,Locked down.,LEGENDARY,padlock,null,null,0,0,The Prisoner,null,0,0.00,Snowfall Challenges,null,null,BACKBLING,RELEASED
1219,Altitude,Climb to the top.,LEGENDARY,altitude,null,null,0,0,Zenith,null,0,0.00,Zenith Challenges,null,Zenith Set,BACKBLING,RELEASED
1220,Hip Shakers,Verifiably hips,EPIC,hip-shakers,null,null,0,0,Dreamflower,null,0,0.00,null,null,Flower Power Set,BACKBLING,RELEASED
1221,Summer Strummer,Jam on.,EPIC,summer-strummer,null,null,0,0,Far Out Man,null,0,0.00,null,null,Flower Power Set,BACKBLING,RELEASED
1222,Top Notch,Best in class,EPIC,top-notch,null,null,0,0,Summit Striker,Fortnite Starter Pack 4,0,0.00,null,null,null,BACKBLING,RELEASED
1223,White Fang,Fearsome and fanged,EPIC,white-fang,null,null,0,0,Nara,null,0,0.00,null,null,Storm Familiars Set,BACKBLING,RELEASED
1224,Wingback,Retracted & ready.,EPIC,wingback,null,null,0,0,Mothmando,null,0,0.00,null,null,Moth Command Set,BACKBLING,RELEASED
1225,Dark Bag,Don't forget to pack an umbrella.,RARE,dark-bag,null,null,0,0,Dark Bomber,null,0,0.00,null,null,Lightning & Thunderstorms Set,BACKBLING,RELEASED
1226,Shrimpy,Pack a tasty snack on your back.,RARE,shrimpy,null,null,0,0,Maki Master,null,0,0.00,null,null,Sushi Set,BACKBLING,RELEASED
1227,Cash Flow,Freefall in style,RARE,cash-flow,null,null,0,0,null,null,0,0.00,High Stakes Challenges,null,Getaway Gang Set,CONTRAIL,RELEASED
1228,Glowsticks,Make it glow.,EPIC,glowsticks,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1229,Phone It In,Lay down a saxy groove.,EPIC,phone-it-in,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1230,Shake It Up,Feel the rhythm,EPIC,shake-it-up,null,null,0,0,null,null,800,0.00,null,null,null,DANCE,RELEASED
1231,Bobbin',Really get into it,RARE,bobbin,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1232,Busy,I'll be with you in just a moment,RARE,busy,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1233,Cat Flip,Show your cat-like reflexes,RARE,cat-flip,null,null,0,0,null,null,0,0.00,Lynx Challenges,null,Lynx Set,DANCE,RELEASED
1234,Crazy Feet,Wild and crazy feet!,RARE,crazy-feet,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1235,Criss Cross,Get your point accross.,RARE,criss-cross,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1236,Electro Swing,"Brand new groove, old school swing.",RARE,electro-swing,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1237,Fancy Feet,Show off that footwork.,RARE,fancy-feet,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1238,Hand Signals,All signals go?,RARE,hand-signals,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1239,Headbanger,Bang your head against the air.,RARE,headbanger,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1240,Jugglin',Pure concentration,RARE,jugglin,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1241,Spike It,Celebrate a big play.,RARE,spike-it,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1242,Sprinkler,Sprinkled with style,RARE,sprinkler,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1243,Treat Yourself,Go ahead and take two... or the entire bucket,RARE,treat-yourself,null,null,0,0,null,null,500,0.00,null,null,null,DANCE,RELEASED
1244,Air Horn,Subtle.,UNCOMMON,air-horn,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1245,Behold!,Look at this.,UNCOMMON,behold,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1246,Denied,Not this time.,UNCOMMON,denied,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1247,Fist Pump,Emphatically flailing fists,UNCOMMON,fist-pump,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1248,Howl,Stand in front of a moon for maximum effect,UNCOMMON,howl,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1249,Job Well Done,That's that.,UNCOMMON,job-well-done,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1250,Scorecard,Consider yourself judged.,UNCOMMON,scorecard,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1251,T-Pose,"Chin up, arms straight!",UNCOMMON,t-pose,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1252,Take 14,...and action!,UNCOMMON,take-14,null,null,0,0,null,null,200,0.00,null,null,null,DANCE,RELEASED
1253,Dark Glyph,Indecipherable.,UNCOMMON,dark-glyph,null,null,0,0,null,null,500,0.00,null,null,Lightning & Thunderstorms Set,GLIDER,RELEASED
1254,Flutterbug,Wings a flutter,RARE,flutterbug,null,null,0,0,null,null,800,0.00,null,null,Moth Command Set,GLIDER,RELEASED
1255,Safecracker,Breaking in was the easy part.,RARE,safecracker,null,null,0,0,null,null,800,0.00,null,null,Getaway Gang Set,GLIDER,RELEASED
1256,Tie-dye Flyer,So many colors.,RARE,tie-dye-flyer,null,null,0,0,null,null,800,0.00,null,null,Flower Power Set,GLIDER,RELEASED
1257,A.X.E.,Perfectly programmed pick.,RARE,a-x-e,null,null,0,0,null,null,800,0.00,null,null,A.I.M. Set,HARVESTINGTOOL,RELEASED
1258,Drumbeat,Feel the beat.,UNCOMMON,drumbeat,null,null,0,0,null,null,500,0.00,null,null,Flower Power Set,HARVESTINGTOOL,RELEASED
1259,Lamp,The glow is alluring.,UNCOMMON,lamp,null,null,0,0,null,null,500,0.00,null,null,Moth Command Set,HARVESTINGTOOL,RELEASED
1260,Stellar Axe,The stars are aligned,EPIC,stellar-axe,null,null,0,0,null,Samsung Galaxy Bundle,0,0.00,null,null,null,HARVESTINGTOOL,RELEASED
1261,Thunder Crash,Wield the thunder.,EPIC,thunder-crash,null,null,0,0,null,null,1200,0.00,null,null,Lightning & Thunderstorms Set,HARVESTINGTOOL,RELEASED
1262,Brainiac,Victory takes braaains.,UNCOMMON,brainiac,null,null,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1263,Bullseye,I never miss.,UNCOMMON,bullseye,null,bullseye,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1264,Bunnymoon,Who are you suppose to be again?,UNCOMMON,bunnymoon,null,bunnymoon,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1265,Cabbie,First to the fare. First to the finish-line.,UNCOMMON,cabbie,null,cabbie,0,0,null,null,800,0.00,null,null,null,OUTFIT,RELEASED
1266,Dark Bomber,The future looks dark.,RARE,dark-bomber,null,dark-bomber,0,0,null,null,1200,0.00,null,null,null,OUTFIT,RELEASED
1267,Maki Master,Roll up your sleeves and get to work.,RARE,maki-master,null,maki-master,0,0,null,null,1200,0.00,null,null,Sushi Set,OUTFIT,RELEASED
1268,Mothmando,"Out of the shadows, and into the light",EPIC,mothmando,null,mothmando,0,0,null,null,1500,0.00,null,null,Moth Command Set,OUTFIT,RELEASED
1269,Nara,Messenger of the spirits,EPIC,nara,null,nara,0,0,null,null,1500,0.00,null,null,Storm Familiars Set,OUTFIT,RELEASED
1270,Summit Striker,Always first to the top,EPIC,summit-striker,null,null,0,0,null,Fortnite Starter Pack 4,0,0.00,null,null,null,OUTFIT,RELEASED
1271,Yee-Haw!,Giddy-up!,EPIC,yee-haw,null,null,0,0,null,null,1500,0.00,null,null,null,OUTFIT,RELEASED
1272,Snowbrand,Piercingly cold.,EPIC,snowbrand,null,null,0,0,Snowstrike,null,0,0.00,null,null,Snow Clan Set,BACKBLING,RELEASED
